Name,Roster Status,GP*,Bye,Fan Pts,Trends % Rostered,Rankings Proj,Rankings Actual,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Pos,Field Goals Made 0-19,Field Goals Made 20-29,Field Goals Made 30-39,Field Goals Made 40-49,Field Goals Made 50+,PAT Made,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick
Drew Lock,W (Dec 23),1,5,33.22,20%,20,6,313,2,1,7,47,1,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Bridgewater,W (Dec 23),1,13,32.30,41%,17,7,310,2,0,2,19,1,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,W (Dec 23),1,10,26.48,1%,29,15,262,3,1,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Foles,W (Dec 23),1,11,25.60,10%,25,17,335,2,0,2,2,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Tua Tagovailoa,W (Dec 23),1,7,25.42,24%,30,18,248,2,0,7,35,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Luton,W (Dec 23),1,8,23.46,3%,27,22,304,1,1,1,13,1,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Gilbert,W (Dec 23),1,10,16.52,2%,36,36,243,1,1,3,28,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Mullens,W (Dec 23),1,11,13.64,6%,18,55,291,1,1,1,0,0,0,0,0,0,0,0,1,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Smith,W (Dec 23),1,8,13.00,0%,890,58,325,1,3,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Daniel,W (Dec 23),1,5,8.26,1%,680,110,94,1,1,1,5,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Allen,W (Dec 23),1,8,2.48,5%,24,236,62,0,0,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jameis Winston,W (Dec 23),1,6,0.18,1%,1039,316,12,0,0,3,-3,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Rudolph,W (Dec 23),1,4,0.12,0%,793,317,3,0,0,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Glennon,W (Dec 23),0.0,8,0.00,0%,765,727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Browning,W (Dec 23),0.0,7,0.00,0%,956,941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Streveler,W (Dec 23),0.0,8,0.00,0%,1084,1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
