Name,Roster Status,GP*,Bye,Fan Pts,Trends % Rostered,Rankings Proj,Rankings Actual,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Pos,Field Goals Made 0-19,Field Goals Made 20-29,Field Goals Made 30-39,Field Goals Made 40-49,Field Goals Made 50+,PAT Made,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick
Cam Sims,W (Dec 30),1,8,6.3,1%,172,154,0.0,0.0,0.0,0.0,0.0,0.0,9,3,63,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ja'Marcus Bradley,W (Dec 30),1,9,6.0,0%,269,159,0.0,0.0,0.0,0.0,0.0,0.0,11,5,60,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quez Watkins,W (Dec 30),1,9,5.7,0%,330,166,0.0,0.0,0.0,0.0,0.0,0.0,3,2,57,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KeeSean Johnson,W (Dec 30),1,8,5.0,0%,292,175,0.0,0.0,0.0,0.0,0.0,0.0,3,2,50,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Moore,W (Dec 30),1,6,4.5,3%,242,190,0.0,0.0,0.0,0.0,0.0,0.0,1,1,45,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mecole Hardman,W (Dec 30),1,10,4.4,28%,180,192,0.0,0.0,0.0,1,20,0,6,3,24,0,0,0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakeem Grant,W (Dec 30),1,7,4.3,5%,213,194,0.0,0.0,0.0,0.0,0.0,0.0,6,5,43,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Guyton,W (Dec 30),1,6,4.3,2%,195,196,0.0,0.0,0.0,0.0,0.0,0.0,5,3,43,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mack Hollins,W (Dec 30),1,7,4.2,0%,233,197,0.0,0.0,0.0,0.0,0.0,0.0,4,2,42,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darnell Mooney,W (Dec 30),1,11,4.1,14%,152,198,0.0,0.0,0.0,1,2,0,7,4,39,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Ford,W (Dec 30),1,7,3.7,0%,299,209,0.0,0.0,0.0,0.0,0.0,0.0,5,4,37,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Amendola,W (Dec 30),1,5,3.7,2%,258,208,0.0,0.0,0.0,0.0,0.0,0.0,7,5,37,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Johnson,W (Dec 30),1,13,3.5,0%,393,211,0.0,0.0,0.0,0.0,0.0,0.0,1,1,35,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Pettis,W (Dec 30),1,11,3.3,0%,411,217,0.0,0.0,0.0,0.0,0.0,0.0,3,2,33,0,0.0,0.0,0.0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Davis,W (Dec 30),1,11,3.3,9%,249,342,0.0,0.0,0.0,0.0,0.0,0.0,5,3,33,0,0.0,0.0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Wilson Jr.,W (Dec 30),1,11,26.4,60%,69,13,0.0,0.0,0.0,22,183,0,2,1,21,1,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samaje Perine,W (Dec 30),1,9,25.6,2%,300,15,0.0,0.0,0.0,13,95,2,4,4,41,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Dillon,W (Dec 30),1,5,24.9,8%,266,19,0.0,0.0,0.0,21,124,2,1,1,5,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.D. McKissic,W (Dec 30),1,8,15.2,73%,163,47,0.0,0.0,0.0,4,15,0,10,8,77,1,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,W (Dec 30),1,11,13.3,0%,344,62,0.0,0.0,0.0,1,3,0,3,2,10,2,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gus Edwards,W (Dec 30),1,7,12.2,40%,199,75,0.0,0.0,0.0,15,85,0,2,2,37,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artavis Pierce,W (Dec 30),1,11,8.6,0%,582,115,0.0,0.0,0.0,2,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dare Ogunbowale,W (Dec 30),1,8,7.8,8%,202,127,0.0,0.0,0.0,14,71,0,5,3,7,0,0,0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrel Williams,W (Dec 30),1,10,7.3,3%,252,132,0.0,0.0,0.0,10,46,0,6,4,27,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ke'Shawn Vaughn,W (Dec 30),1,13,6.9,4%,336,145,0.0,0.0,0.0,15,62,0,2,1,7,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Boone,W (Dec 30),1,7,6.4,0%,391,153,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hill,W (Dec 30),1,10,6.1,10%,296,157,0.0,0.0,0.0,7,36,0,3,3,25,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ito Smith,W (Dec 30),1,10,5.1,14%,159,173,0.0,0.0,0.0,10,46,0,1,1,5,0,0.0,0.0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La'Mical Perine,W (Dec 30),1,10,4.4,11%,84,191,0.0,0.0,0.0,9,30,0,2,1,14,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Smith,W (Dec 30),1,13,3.8,0%,308,204,0.0,0.0,0.0,7,23,0,2,2,15,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.J. Taylor,W (Dec 30),1,5,3.8,0%,519,426,0.0,0.0,0.0,6,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James White,W (Dec 30),1,5,3.7,51%,230,873,0.0,0.0,0.0,4,14,0,3,3,23,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Brown,W (Dec 30),1,9,3.5,19%,203,212,0.0,0.0,0.0,7,27,0,3,1,8,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerick McKinnon,W (Dec 30),1,11,3.2,37%,227,219,0.0,0.0,0.0,1,4,0,4,3,28,0,0,0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royce Freeman,W (Dec 30),1,5,2.3,2%,239,242,0.0,0.0,0.0,2,16,0,2,2,7,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Richard,W (Dec 30),1,6,2.3,2%,310,241,0.0,0.0,0.0,2,19,0,1,1,4,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerryon Johnson,W (Dec 30),1,5,1.7,14%,382,268,0.0,0.0,0.0,0.0,0.0,0.0,2,2,17,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynn Bowden Jr.,W (Dec 30),1,7,1.6,22%,185,274,0.0,0.0,0.0,1,8,0,3,2,8,0,0.0,0.0,0.0,"WR,RB",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeVante Bellamy,W (Dec 30),1,5,1.6,0%,471,271,0.0,0.0,0.0,3,11,0,1,1,5,0,0.0,0.0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,W (Dec 30),1,11,1.5,2%,343,276,0.0,0.0,0.0,1,15,0,0.0,0.0,0.0,0.0,0,0,0.0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Graham,W (Dec 30),1,11,18.9,27%,270,33,0.0,0.0,0.0,0.0,0.0,0.0,5,4,69,2,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irv Smith Jr.,W (Dec 30),1,7,17.3,15%,257,38,0.0,0.0,0.0,0.0,0.0,0.0,9,6,53,2,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayden Hurst,W (Dec 30),1,10,10.7,62%,228,88,0.0,0.0,0.0,0.0,0.0,0.0,5,5,47,1,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Herndon,W (Dec 30),1,10,9.4,12%,282,104,0.0,0.0,0.0,0.0,0.0,0.0,4,4,34,1,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Smith,W (Dec 30),1,11,9.1,0%,564,474,0.0,0.0,0.0,0.0,0.0,0.0,2,2,31,1,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonnu Smith,W (Dec 30),1,4,9.0,62%,210,106,0.0,0.0,0.0,0.0,0.0,0.0,7,3,30,1,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Fells,W (Dec 30),1,8,8.2,2%,317,119,0.0,0.0,0.0,0.0,0.0,0.0,2,1,22,1,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Hollister,W (Dec 30),1,6,7.7,1%,358,129,0.0,0.0,0.0,0.0,0.0,0.0,6,2,17,1,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Sample,W (Dec 30),1,9,6.8,1%,244,146,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,1,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dawson Knox,W (Dec 30),1,11,5.1,3%,240,898,0.0,0.0,0.0,0.0,0.0,0.0,4,3,51,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Doyle,W (Dec 30),1,7,5.0,6%,306,174,0.0,0.0,0.0,0.0,0.0,0.0,6,4,50,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Anderson,W (Dec 30),1,6,4.8,0%,364,186,0.0,0.0,0.0,0.0,0.0,0.0,6,4,48,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donald Parham Jr.,W (Dec 30),1,6,4.7,0%,238,188,0.0,0.0,0.0,0.0,0.0,0.0,3,2,47,0,0.0,0.0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Trautman,W (Dec 30),1,6,4.5,0%,342,189,0.0,0.0,0.0,0.0,0.0,0.0,2,2,45,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Akins,W (Dec 30),1,8,3.9,5%,231,203,0.0,0.0,0.0,0.0,0.0,0.0,4,4,39,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Bryant,W (Dec 30),1,9,3.7,2%,278,207,0.0,0.0,0.0,0.0,0.0,0.0,7,3,37,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Conklin,W (Dec 30),1,7,3.1,0%,316,220,0.0,0.0,0.0,0.0,0.0,0.0,6,4,31,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pharaoh Brown,W (Dec 30),1,8,2.9,0%,333,226,0.0,0.0,0.0,0.0,0.0,0.0,1,1,29,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Brate,W (Dec 30),1,13,2.7,1%,290,231,0.0,0.0,0.0,0.0,0.0,0.0,2,2,27,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Njoku,W (Dec 30),1,9,2.6,1%,312,234,0.0,0.0,0.0,0.0,0.0,0.0,4,4,26,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalton Schultz,W (Dec 30),1,10,2.1,20%,236,247,0.0,0.0,0.0,0.0,0.0,0.0,4,3,21,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Hudson,W (Dec 30),1,13,2.0,0%,383,250,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James O'Shaughnessy,W (Dec 30),1,8,1.8,0%,332,264,0.0,0.0,0.0,0.0,0.0,0.0,3,2,18,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Dissly,W (Dec 30),1,6,1.7,1%,363,269,0.0,0.0,0.0,0.0,0.0,0.0,3,3,17,0,0.0,0.0,0.0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Seibert,W (Dec 30),1,9,14.0,0%,160,56,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Zuerlein,W (Dec 30),1,10,13.0,46%,95,65,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,2,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Carlson,W (Dec 30),1,6,13.0,56%,99,66,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,3,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Gay,W (Dec 30),1,9,12.0,15%,115,78,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cairo Santos,W (Dec 30),1,11,12.0,6%,111,79,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bass,W (Dec 30),1,11,8.0,54%,83,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Hopkins,W (Dec 30),1,8,8.0,2%,168,124,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graham Gano,W (Dec 30),1,11,8.0,6%,131,123,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Nugent,W (Dec 30),1,8,7.0,1%,128,139,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Ficken,W (Dec 30),1,10,5.0,0%,157,180,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aldrick Rosas,W (Dec 30),1,8,5.0,0%,167,178,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Succop,W (Dec 30),1,13,5.0,21%,108,179,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Elliott,W (Dec 30),1,9,5.0,14%,103,181,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Parkey,W (Dec 30),1,9,5.0,2%,114,182,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Wright,W (Dec 30),1,4,4.0,0%,93,200,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Folk,W (Dec 30),1,5,4.0,3%,130,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Gould,W (Dec 30),1,11,2.0,31%,119,253,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Slye,W (Dec 30),1,13,2.0,38%,86,254,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
