,Lineup-Pos,Name,Bye,Fan Pts,Proj Pts,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Pos,owner-id,owner,Field Goals Made 0‑19,Field Goals Made 20‑29,Field Goals Made 30‑39,Field Goals Made 40‑49,Field Goals Made 50+,PAT Made,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick
0,QB,Justin Herbert,6,33.74,25.82,366,3,0,2,11,0,0,0,0,0,0,0,0,QB,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1,WR,Brandin Cooks,8,8.50,8.97,0,0,0,0,0,0,5,4,85,0,0,0,0,WR,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2,WR,Jarvis Landry,9,2.60,8.69,0,0,0,1,3,0,2,2,23,0,0,0,0,WR,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3,WR,Michael Pittman Jr.,7,12.60,7.36,0,0,0,0,0,0,3,3,66,1,0,0,0,WR,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
4,RB,James Conner,4,9.90,12.10,0,0,0,13,89,0,3,3,10,0,0,0,0,RB,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5,RB,Alvin Kamara,6,10.50,16.48,0,0,0,13,45,1,1,0,0,0,0,0,0,RB,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
6,TE,Jonnu Smith,4,8.00,5.95,0,0,0,0,0,0,6,4,20,1,0,0,0,TE,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
7,BN,John Brown,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
8,BN,Deshaun Watson,8,35.36,24.28,344,2,0,6,36,1,0,0,0,0,0,0,0,QB,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
9,BN,Cole Beasley,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
10,BN,Ryan Tannehill,4,25.86,20.61,259,2,1,4,35,0,0,0,0,0,0,1,0,QB,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
11,BN,Darrell Henderson Jr.,9,0.90,8.15,0,0,0,8,5,0,3,2,4,0,0,0,0,RB,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12,BN,Jordan Howard,9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13,BN,Tony Pollard,10,12.00,5.03,0,0,0,5,60,1,0,0,0,0,0,0,0,RB,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
14,K,Mason Crosby,5,7.0,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,K,3,Ryan Cunningham,0.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0
15,DEF,Los Angeles,6,9.0,8.67,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,3,Ryan Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,1,0,1,0
16,QB,Lamar Jackson,7,18.54,25.12,186,1,1,13,51,0,0,0,0,0,0,1,0,QB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
17,WR,Marvin Jones Jr.,5,5.10,9.50,0,0,0,0,0,0,6,4,51,0,0,0,0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
18,WR,Mike Williams,6,13.20,8.45,0,0,0,0,0,0,7,4,72,1,0,0,0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19,WR,DeAndre Hopkins,8,5.10,13.28,0,0,0,0,0,0,8,5,51,0,0,0,0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
20,RB,Ronald Jones II,13,2.40,10.21,0,0,0,10,24,0,1,0,0,0,0,0,0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
21,RB,Kenyan Drake,8,12.00,10.04,0,0,0,11,29,1,5,4,31,0,0,0,0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
22,TE,Jason Witten,6,6.10,1.57,0,0,0,0,0,0,1,1,1,1,0,0,0,TE,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
23,BN,Devin Singletary,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
24,BN,Austin Hooper,9,3.30,6.67,0,0,0,0,0,0,5,3,33,0,0,0,0,TE,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
25,BN,Cooper Kupp,9,14.50,9.49,0,0,0,0,0,0,13,11,145,0,0,0,0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
26,BN,Baker Mayfield,9,7.06,19.74,204,0,0,6,9,0,0,0,0,0,0,0,1,QB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
27,BN,Jared Cook,6,0.60,4.91,0,0,0,0,0,0,1,1,6,0,0,0,0,TE,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
28,BN,Boston Scott,9,5.00,3.32,0,0,0,5,24,0,3,3,26,0,0,0,0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
29,K,Michael Badgley,6,11.0,8.91,0,0,0,0,0,0,0,0,0,0,0,0,0,K,8,Nicholas Saunders,0.0,1.0,0.0,1.0,0.0,4.0,0,0,0,0,0,0,0
30,DEF,Cleveland,9,22.00,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,17,5,1,2,1,1,0
31,BN,Buffalo,11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,QB,Cam Newton,5,21.20,21.28,365,1,0,3,6,0,0,0,0,0,0,0,0,QB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
33,WR,Davante Adams,5,16.60,14.24,0,0,0,0,0,0,9,7,106,1,0,0,0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
34,WR,Will Fuller V,8,8.00,10.04,0,0,0,0,0,0,8,6,80,0,0,0,0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
35,WR,Christian Kirk,8,5.00,7.97,0,0,0,0,0,0,6,4,50,0,0,0,0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
36,RB,Joshua Kelley,6,0.20,5.85,0,0,0,4,-2,0,2,2,4,0,0,0,0,RB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
37,RB,Jonathan Taylor,7,11.40,6.94,0,0,0,22,90,0,4,4,24,0,0,0,0,RB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
38,TE,Mark Andrews,7,15.60,9.12,0,0,0,0,0,0,7,5,96,1,0,0,0,TE,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
