Name,Roster Status,GP*,Bye,Fan Pts,Trends % Rostered,Rankings Proj,Rankings Actual,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Pos,Field Goals Made 0-19,Field Goals Made 20-29,Field Goals Made 30-39,Field Goals Made 40-49,Field Goals Made 50+,PAT Made,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick
Teddy Bridgewater,FA,1,13,30.24,19%,17,6,276,2,1,6,32,1,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Darnold,FA,1,11,23.60,9%,25,21,230,0,0,6,84,1,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Haskins Jr.,FA,1,8,18.86,4%,31,33,314,0,0,3,3,1,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Rypien,FA,1,8,15.18,1%,32,55,242,2,3,5,-5,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Foles,FA,1,11,13.86,16%,24,59,249,1,1,2,-1,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Rivers,FA,1,7,13.20,21%,23,63,190,1,0,3,-4,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Mullens,FA,1,11,8.00,9%,20,121,200,1,2,0,0,0,0,0,0,0,0,0,1,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Beathard,FA,1,11,5.52,0%,705,160,138,0,0,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrett Stidham,FA,1,6,4.70,1%,917,182,60,1,2,2,3,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Hoyer,FA,1,6,2.00,1%,53,273,130,0,1,1,8,0,0,0,0,0,0,0,1,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Hurts,FA,1,9,1.80,1%,1097,276,0,0,0,3,18,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Taysom Hill,FA,1,6,1.40,1%,285,292,0,0,0,3,6,0,1,1,8,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Driskel,FA,1,8,0.90,0%,643,308,0,0,0,1,9,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,FA,1,11,0.64,0%,612,320,16,0,0,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Bray,FA,0.0,11,0.00,0%,823,799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Smith,FA,0.0,8,0.00,0%,889,871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Schaub,FA,0.0,10,0.00,0%,846,822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Streveler,FA,0.0,8,0.00,0%,1082,1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Ta'amu,FA,0.0,10,0.00,0%,1079,1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Devlin Hodges,FA,0.0,4,–,0%,1066,1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Dolegala,FA,0.0,6,0.00,0%,1025,1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Shurmur,FA,0.0,10,0.00,0%,1011,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Wilkins,FA,0.0,5,0.00,0%,986,974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
David Blough,FA,0.0,5,0.00,0%,983,971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Browning,FA,0.0,7,0.00,0%,952,940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre'Quan Smith,FA,1,6,17.4,27%,119,44,0,0,0,0,0,0,4,4,54,2,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Patrick,FA,1,8,17.3,1%,321,45,0,0,0,0,0,0,7,6,113,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
David Moore,FA,1,6,15.5,1%,204,54,0,0,0,0,0,0,4,3,95,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotty Miller,FA,1,13,14.3,16%,151,57,0,0,0,0,0,0,7,5,83,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Guyton,FA,1,10,13.2,0%,248,64,0,0,0,0,0,0,1,1,72,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Fulgham,FA,1,9,11.7,0%,367,78,0,0,0,0,0,0,3,2,57,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyron Johnson,FA,1,10,11.3,0%,1042,81,0,0,0,0,0,0,1,1,53,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Agholor,FA,1,6,10.4,1%,188,90,0,0,0,0,0,0,4,4,44,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Stills,FA,1,8,9.9,2%,236,96,0,0,0,0,0,0,4,2,39,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Beasley,FA,1,11,9.2,25%,145,104,0,0,0,0,0,0,4,3,32,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Laviska Shenault Jr.,FA,1,7,9.1,24%,182,107,0,0,0,1,5,0,6,5,86,0,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Davis,FA,1,11,8.6,2%,233,114,0,0,0,0,0,0,1,1,26,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Olamide Zaccheaus,FA,1,10,8.6,2%,331,116,0,0,0,0,0,0,9,8,86,0,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
N'Keal Harry,FA,1,6,8.1,34%,168,118,0,0,0,0,0,0,6,3,21,1,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Smith,FA,1,11,8.1,0%,362,119,0,0,0,0,0,0,9,7,81,0,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Damiere Byrd,FA,1,6,8.0,1%,276,120,0,0,0,0,0,0,10,5,80,0,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Pascal,FA,1,7,5.8,4%,162,156,0,0,0,0,0,0,8,3,58,0,0,0,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0
