Name,Roster Status,GP*,Bye,Fan Pts,Trends % Rostered,Rankings Proj,Rankings Actual,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Pos,Field Goals Made 0-19,Field Goals Made 20-29,Field Goals Made 30-39,Field Goals Made 40-49,Field Goals Made 50+,PAT Made,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick
Jordan Ta'amu,W (Dec 23),0.0,5,0.0,0%,1089,1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devlin Hodges,W (Dec 23),0.0,4,0.0,0%,1074,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Dolegala,W (Dec 23),0.0,5,0.0,0%,1031,1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Shurmur,W (Dec 23),0.0,9,0.0,0%,1015,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manny Wilkins,W (Dec 23),0.0,5,0.0,0%,989,977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Blough,W (Dec 23),0.0,5,0.0,0%,985,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Rypien,W (Dec 23),0.0,5,0.0,0%,972,961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Browning,W (Dec 23),0.0,7,0.0,0%,954,941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,W (Dec 23),0.0,8,0.0,0%,742,718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorley,W (Dec 23),0.0,7,0.0,0%,931,919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Edelman,W (Dec 23),1,5,17.9,89%,163,37,0,0,0,0,0,0,11,8,179,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Brown,W (Dec 23),1,11,14.2,83%,105,64,0,0,0,0,0,0,6,4,82,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odell Beckham Jr.,W (Dec 23),1,9,13.4,99%,71,71,0,0,0,0,0,0,6,4,74,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braxton Berrios,W (Dec 23),1,10,11.9,0%,257,88,0,0,0,0,0,0,8,6,59,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Moore,W (Dec 23),1,6,10.8,0%,279,100,0,0,0,0,0,0,3,3,48,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Humphries,W (Dec 23),1,4,10.8,2%,174,99,0,0,0,0,0,0,6,5,48,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Gage,W (Dec 23),1,10,10.6,21%,200,102,0,0,0,0,0,0,9,6,46,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darnell Mooney,W (Dec 23),1,11,9.6,0%,412,106,0,0,0,0,0,0,3,3,36,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Thomas,W (Dec 23),1,9,9.1,0%,351,114,0,0,0,0,0,0,4,4,31,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre'Quan Smith,W (Dec 23),1,6,8.6,13%,147,124,0,0,0,0,0,0,7,5,86,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Hall,W (Dec 23),1,9,8.4,0%,322,128,0,0,0,0,0,0,2,1,24,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Swain,W (Dec 23),1,6,8.1,0%,337,134,0,0,0,0,0,0,1,1,21,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Pascal,W (Dec 23),1,7,7.9,0%,241,139,0,0,0,0,0,0,4,3,19,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Ford,W (Dec 23),1,7,7.6,0%,253,141,0,0,0,0,0,0,9,7,76,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zay Jones,W (Dec 23),1,6,7.5,0%,375,144,0,0,0,0,0,0,1,1,15,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Hogan,W (Dec 23),1,10,7.5,0%,258,143,0,0,0,0,0,0,8,6,75,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Guyton,W (Dec 23),1,6,7.4,0%,299,146,0,0,0,0,0,0,2,1,14,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damiere Byrd,W (Dec 23),1,5,7.2,0%,281,149,0,0,0,0,0,0,9,6,72,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Keal Harry,W (Dec 23),1,5,7.2,26%,150,150,0,0,0,0,0,0,12,8,72,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Isabella,W (Dec 23),1,8,6.7,0%,356,162,0,0,0,0,0,0,2,2,67,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendrick Bourne,W (Dec 23),1,11,6.7,7%,209,161,0,0,0,0,0,0,5,4,67,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Davis,W (Dec 23),1,11,6.6,0%,280,163,0,0,0,1,0,0,1,1,6,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtland Sutton,W (Dec 23),1,5,6.6,93%,395,164,0,0,0,0,0,0,6,3,66,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeSean Jackson,W (Dec 23),1,9,6.4,48%,139,167,0,0,0,0,0,0,9,6,64,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerick McKinnon,W (Dec 23),1,11,13.7,22%,244,68,0,0,0,3,77,1,1,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Ingram II,W (Dec 23),1,7,13.7,97%,73,70,0,0,0,9,55,1,3,2,22,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,W (Dec 23),1,11,11.6,5%,349,90,0,0,0,10,20,1,5,4,36,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerryon Johnson,W (Dec 23),1,5,9.2,38%,249,113,0,0,0,8,32,1,1,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Thompson,W (Dec 23),1,8,8.7,22%,245,119,0,0,0,2,7,0,4,3,20,1,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Richard,W (Dec 23),1,6,8.6,1%,291,122,0,0,0,2,26,1,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gus Edwards,W (Dec 23),1,7,7.3,1%,328,148,0,0,0,10,73,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Ingold,W (Dec 23),1,6,6.5,0%,1009,166,0,0,0,0,0,0,2,2,5,1,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Johnson,W (Dec 23),1,5,6.1,0%,897,176,0,0,0,0,0,0,1,1,1,1,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Gilliam,W (Dec 23),1,11,6.1,0%,610,174,0,0,0,0,0,0,1,1,1,1,0,0,0,"RB,TE",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Ricard,W (Dec 23),1,7,6.1,0%,379,175,0,0,0,0,0,0,1,1,1,1,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.D. McKissic,W (Dec 23),1,8,5.3,1%,315,189,0,0,0,8,53,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rex Burkhead,W (Dec 23),1,5,4.9,2%,310,202,0,0,0,6,2,0,6,4,47,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Brown,W (Dec 23),1,9,4.7,80%,93,206,0,0,0,11,47,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Peterson,W (Dec 23),1,5,4.1,61%,226,221,0,0,0,7,41,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tevin Coleman,W (Dec 23),1,11,4.0,53%,183,224,0,0,0,14,12,0,2,2,28,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Wilkins,W (Dec 23),1,7,4.0,0%,309,223,0,0,0,9,40,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cordarrelle Patterson,W (Dec 23),1,11,3.3,7%,221,248,0,0,0,7,25,0,2,2,8,0,0,0,0,"WR,RB",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saquon Barkley,W (Dec 23),1,11,2.8,100%,38,270,0,0,0,4,28,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarik Cohen,W (Dec 23),1,11,2.7,74%,129,271,0,0,0,5,12,0,1,1,15,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Montgomery,W (Dec 23),1,6,2.5,0%,1073,276,0,0,0,0,0,0,3,2,25,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hill,W (Dec 23),1,10,2.5,3%,316,274,0,0,0,3,14,0,2,2,11,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeSean McCoy,W (Dec 23),1,13,2.1,5%,353,283,0,0,0,1,-5,0,7,5,26,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darwin Thompson,W (Dec 23),1,10,2.1,0%,385,285,0,0,0,4,21,0,1,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Homer,W (Dec 23),1,6,2.1,0%,304,284,0,0,0,3,21,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonnu Smith,W (Dec 23),1,4,20.4,68%,188,27,0,0,0,0,0,0,5,4,84,2,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Fant,W (Dec 23),1,5,13.7,85%,185,69,0,0,0,0,0,0,5,4,57,1,0,1,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalton Schultz,W (Dec 23),1,10,12.8,2%,264,79,0,0,0,0,0,0,10,9,88,1,0,0,1,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Uzomah,W (Dec 23),1,9,10.2,1%,1088,104,0,0,0,0,0,0,6,4,42,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Eifert,W (Dec 23),1,8,9.6,10%,255,108,0,0,0,0,0,0,6,3,36,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Fells,W (Dec 23),1,8,8.3,1%,303,132,0,0,0,0,0,0,4,2,23,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Gilliam,W (Dec 23),1,11,6.1,0%,610,174,0,0,0,0,0,0,1,1,1,1,0,0,0,"RB,TE",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Akins,W (Dec 23),1,8,5.5,2%,252,187,0,0,0,0,0,0,7,7,55,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Sample,W (Dec 23),1,9,4.5,1%,295,213,0,0,0,0,0,0,9,7,45,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Firkser,W (Dec 23),1,4,4.5,0%,268,211,0,0,0,0,0,0,4,4,45,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James O'Shaughnessy,W (Dec 23),1,8,4.0,0%,333,225,0,0,0,0,0,0,4,4,40,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Bell,W (Dec 23),1,10,3.4,0%,343,245,0,0,0,0,0,0,3,2,34,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster Moreau,W (Dec 23),1,6,3.1,0%,362,254,0,0,0,0,0,0,1,1,31,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Arnold,W (Dec 23),1,8,2.6,1%,285,272,0,0,0,0,0,0,4,2,26,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Izzo,W (Dec 23),1,5,1.9,0%,326,293,0,0,0,0,0,0,2,2,19,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Graham,W (Dec 23),1,11,1.8,10%,212,297,0,0,0,0,0,0,1,1,18,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Trautman,W (Dec 23),1,6,1.7,0%,364,298,0,0,0,0,0,0,1,1,17,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hill,W (Dec 23),1,6,1.6,0%,305,307,0,0,0,0,0,0,2,1,16,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dawson Knox,W (Dec 23),1,11,1.6,3%,275,304,0,0,0,0,0,0,3,1,36,0,0,0,1,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Bryant,W (Dec 23),1,9,1.4,0%,319,308,0,0,0,0,0,0,2,1,14,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Kmet,W (Dec 23),1,11,1.2,1%,340,316,0,0,0,0,0,0,1,1,12,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Boyle,W (Dec 23),1,7,1.1,0%,300,319,0,0,0,0,0,0,1,1,11,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.J. Howard,W (Dec 23),1,13,1.1,30%,237,317,0,0,0,0,0,0,3,1,11,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Dissly,W (Dec 23),1,6,0.9,2%,278,322,0,0,0,0,0,0,1,1,9,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Bullock,W (Dec 23),1,9,13.0,2%,201,74,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Carlson,W (Dec 23),1,6,12.0,4%,137,84,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Zuerlein,W (Dec 23),1,10,11.0,98%,68,97,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Ficken,W (Dec 23),1,10,8.0,0%,198,136,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Gould,W (Dec 23),1,11,8.0,95%,114,138,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bass,W (Dec 23),1,11,7.0,2%,132,155,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Sloman,W (Dec 23),1,4,7.0,1%,142,156,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Elliott,W (Dec 23),1,9,7.0,50%,109,159,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graham Gano,W (Dec 23),1,11,7.0,1%,159,158,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Succop,W (Dec 23),1,13,7.0,17%,116,157,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Boswell,W (Dec 23),1,4,6.0,31%,121,182,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Folk,W (Dec 23),1,5,6.0,1%,145,180,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Lambo,W (Dec 23),1,8,6.0,8%,157,179,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Slye,W (Dec 23),1,13,5.0,22%,120,195,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cairo Santos,W (Dec 23),1,11,5.0,0%,144,194,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Parkey,W (Dec 23),1,9,5.0,0%,135,193,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Hopkins,W (Dec 23),1,8,3.0,1%,175,258,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Vogel,W (Dec 23),0.0,7,0.0,0%,1112,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Seibert,W (Dec 23),0.0,9,0.0,1%,1127,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Rohrwasser,W (Dec 23),0.0,5,0.0,1%,1111,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Wright,W (Dec 23),0.0,9,0.0,0%,1113,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker McCann,W (Dec 23),0.0,4,0.0,0%,1114,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Eberle,W (Dec 23),0.0,6,0.0,0%,1115,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiz Ahmed,W (Dec 23),0.0,11,0.0,0%,1133,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lirim Hajrullahu,W (Dec 23),0.0,13,0.0,0%,1132,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampa Bay,W (Dec 23),1,13,14.0,50%,101,65,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,17.0,5.0,0.0,2.0,2.0,0.0,0.0
Arizona,W (Dec 23),1,8,9.0,47%,131,117,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,15.0,4.0,0.0,0.0,2.0,0.0,0.0
York,W (Dec 23),1,11,9.0,1%,186,116,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,17.0,4.0,0.0,2.0,0.0,0.0,0.0
England,W (Dec 23),1,5,6.0,86%,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,35.0,2.0,0.0,1.0,0.0,1.0,0.0
Los Angeles,W (Dec 23),1,6,5.0,30%,292,201,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,23.0,1.0,0.0,0.0,0.0,0.0,1.0
