Name,Roster Status,GP*,Bye,Fan Pts,Trends % Rostered,Rankings Proj,Rankings Actual,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Pos,Field Goals Made 0-19,Field Goals Made 20-29,Field Goals Made 30-39,Field Goals Made 40-49,Field Goals Made 50+,PAT Made,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick
Sam Darnold,W (Dec 30),1,10,5.58,8%,29,165,132,0,0,1,3,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Woodside,W (Dec 30),1,4,1.8,0%,846,272,0,0,0,1,18,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,W (Dec 30),1,8,1.4,3%,25,295,85,0,1,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Stidham,W (Dec 30),1,5,1.38,0%,939,296,27,0,0,1,3,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,W (Dec 30),1,5,1.16,0%,729,307,29,0,0,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,W (Dec 30),1,6,1.12,0%,798,308,33,0,0,2,-2,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Haskins Jr.,W (Dec 30),1,8,0.84,1%,925,328,51,0,0,4,-12,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorley,W (Dec 30),1,7,0.62,1%,952,339,13,0,0,2,1,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Smith,W (Dec 30),1,8,0.28,6%,32,354,57,0,1,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Finley,W (Dec 30),1,9,0.2,0%,935,356,5,0,0,0,0,0,0,0,0,0,0,0,0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Blough,W (Dec 30),0.0,5,0.0,0%,1008,981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devlin Hodges,W (Dec 30),0.0,4,0.0,0%,1091,1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Ta'amu,W (Dec 30),0.0,5,0.0,0%,1102,1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Dolegala,W (Dec 30),0.0,5,0.0,0%,1051,1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Streveler,W (Dec 30),0.0,8,0.0,0%,1105,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KJ Hamler,W (Dec 30),1,5,20.6,3%,172,25,0,0,0,0,0,0,3,2,86,2,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Gage,W (Dec 30),1,10,15.76,11%,177,53,39,1,0,0,0,0,7,5,82,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashard Higgins,W (Dec 30),1,9,12.8,11%,220,67,0,0,0,0,0,0,10,6,68,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyron Johnson,W (Dec 30),1,6,11.5,0%,351,77,0,0,0,0,0,0,7,6,55,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotty Miller,W (Dec 30),1,13,10.8,5%,343,84,0,0,0,0,0,0,2,1,48,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Washington,W (Dec 30),1,4,8.9,5%,235,115,0,0,0,0,0,0,6,3,29,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Moore,W (Dec 30),1,6,8.9,3%,208,114,0,0,0,1,9,0,5,3,20,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darnell Mooney,W (Dec 30),1,11,8.7,10%,184,116,0,0,0,1,5,0,2,2,22,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynn Bowden Jr.,W (Dec 30),1,7,8.4,1%,422,121,0,0,0,1,2,0,9,7,82,0,0,0,0,"WR,RB",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Swain,W (Dec 30),1,6,8.2,0%,354,125,0,0,0,0,0,0,3,2,22,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mecole Hardman,W (Dec 30),1,10,8.0,23%,251,127,0,0,0,0,0,0,3,3,40,0,1,0,1,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Davis,W (Dec 30),1,11,7.9,7%,213,131,0,0,0,0,0,0,8,3,19,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alshon Jeffery,W (Dec 30),1,9,7.5,6%,307,134,0,0,0,0,0,0,1,1,15,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laquon Treadwell,W (Dec 30),1,10,6.9,0%,641,143,0,0,0,0,0,0,1,1,9,1,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Amendola,W (Dec 30),1,5,6.6,2%,259,144,0,0,0,0,0,0,7,6,66,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mack Hollins,W (Dec 30),1,7,6.6,0%,345,145,0,0,0,0,0,0,9,5,66,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Reagor,W (Dec 30),1,9,6.5,22%,230,147,0,0,0,1,19,0,4,2,46,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendrick Bourne,W (Dec 30),1,11,6.2,3%,240,149,0,0,0,0,0,0,7,3,42,0,0,1,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre'Quan Smith,W (Dec 30),1,6,6.0,9%,277,152,0,0,0,0,0,0,6,3,60,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diontae Spencer,W (Dec 30),1,5,6.0,0%,403,153,0,0,0,0,0,0,0,0,0,0,1,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Hansen,W (Dec 30),1,8,5.6,2%,747,163,0,0,0,0,0,0,7,7,56,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pharoh Cooper,W (Dec 30),1,13,5.2,0%,299,169,0,0,0,0,0,0,3,3,52,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braxton Berrios,W (Dec 30),1,10,4.9,0%,331,176,0,0,0,0,0,0,5,3,49,0,0,0,0,WR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Akers,W (Dec 30),1,9,19.4,75%,90,32,0,0,0,29,171,0,3,2,23,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gus Edwards,W (Dec 30),1,7,17.3,32%,239,45,0,0,0,7,49,2,1,1,4,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.D. McKissic,W (Dec 30),1,8,8.6,70%,95,118,0,0,0,11,68,0,4,2,18,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Wilson Jr.,W (Dec 30),1,11,8.4,19%,126,120,0,0,0,11,31,1,3,1,13,0,0,0,1,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynn Bowden Jr.,W (Dec 30),1,7,8.4,1%,422,121,0,0,0,1,2,0,9,7,82,0,0,0,0,"WR,RB",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,W (Dec 30),1,11,7.8,0%,326,132,0,0,0,1,3,0,3,2,15,1,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerryon Johnson,W (Dec 30),1,5,7.3,16%,332,140,0,0,0,2,3,1,1,1,10,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Johnson,W (Dec 30),1,8,5.9,62%,77,159,0,0,0,8,26,0,2,2,53,0,0,0,1,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,W (Dec 30),1,11,5.4,2%,285,166,0,0,0,2,14,1,0,0,0,0,0,0,1,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Washington,W (Dec 30),1,7,5.2,24%,145,172,0,0,0,13,35,0,4,2,17,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ito Smith,W (Dec 30),1,10,4.5,4%,202,183,0,0,0,11,42,0,1,1,3,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buddy Howell,W (Dec 30),1,8,4.5,0%,414,184,0,0,0,11,42,0,2,1,3,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trayveon Williams,W (Dec 30),1,9,4.3,0%,376,192,0,0,0,12,49,0,3,3,14,0,0,0,1,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samaje Perine,W (Dec 30),1,9,4.1,2%,303,198,0,0,0,10,32,0,2,2,9,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Richard,W (Dec 30),1,6,4.1,3%,297,195,0,0,0,2,10,0,5,4,31,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peyton Barber,W (Dec 30),1,8,3.8,9%,153,211,0,0,0,12,37,0,3,2,1,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeSean McCoy,W (Dec 30),1,13,3.5,1%,696,216,0,0,0,4,32,0,1,1,3,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylen Samuels,W (Dec 30),1,4,3.3,0%,394,221,0,0,0,4,15,0,4,3,18,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devine Ozigbo,W (Dec 30),1,8,3.0,0%,404,232,0,0,0,0,0,0,4,4,30,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Adams,W (Dec 30),1,10,3.0,0%,306,231,0,0,0,6,27,0,2,2,3,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Peterson,W (Dec 30),1,5,3.0,53%,206,230,0,0,0,4,7,0,1,1,23,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cordarrelle Patterson,W (Dec 30),1,11,2.6,11%,218,238,0,0,0,6,26,0,1,0,0,0,0,0,0,"WR,RB",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Smith,W (Dec 30),1,13,2.4,0%,282,241,0,0,0,2,10,0,2,2,14,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Laird,W (Dec 30),1,7,2.3,1%,274,245,0,0,0,4,19,0,1,1,4,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Ham,W (Dec 30),1,7,2.2,0%,374,246,0,0,0,1,0,0,3,3,22,0,0,0,0,RB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irv Smith Jr.,W (Dec 30),1,7,12.3,6%,242,69,0,0,0,0,0,0,4,4,63,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster Moreau,W (Dec 30),1,6,10.7,0%,352,86,0,0,0,0,0,0,2,1,47,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,W (Dec 30),1,4,9.4,0%,341,98,0,0,0,0,0,0,3,3,34,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Arnold,W (Dec 30),1,8,8.7,1%,286,117,0,0,0,0,0,0,4,2,27,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Graham,W (Dec 30),1,11,8.3,29%,276,124,0,0,0,0,0,0,4,4,23,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Dissly,W (Dec 30),1,6,8.3,2%,255,123,0,0,0,0,0,0,2,2,23,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Vannett,W (Dec 30),1,5,8.0,0%,333,126,0,0,0,0,0,0,4,4,20,1,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Fumagalli,W (Dec 30),1,5,5.3,0%,396,168,0,0,0,0,0,0,5,4,53,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Njoku,W (Dec 30),1,9,4.5,1%,305,186,0,0,0,0,0,0,4,3,45,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Doyle,W (Dec 30),1,7,4.4,6%,304,187,0,0,0,0,0,0,3,3,44,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hunter Henry,W (Dec 30),1,6,4.1,95%,157,196,0,0,0,0,0,0,8,6,41,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Kmet,W (Dec 30),1,11,4.1,6%,219,199,0,0,0,0,0,0,7,4,41,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Conklin,W (Dec 30),1,7,4.0,0%,291,200,0,0,0,0,0,0,5,5,40,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalton Schultz,W (Dec 30),1,10,3.4,21%,237,219,0,0,0,0,0,0,3,3,34,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Shaheen,W (Dec 30),1,7,2.6,0%,360,237,0,0,0,0,0,0,3,2,26,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonnu Smith,W (Dec 30),1,4,2.3,69%,214,243,0,0,0,1,3,0,2,2,20,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Eifert,W (Dec 30),1,8,2.2,6%,228,247,0,0,0,0,0,0,2,2,22,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Sample,W (Dec 30),1,9,2.1,1%,273,250,0,0,0,0,0,0,4,3,21,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Dwelley,W (Dec 30),1,11,2.0,1%,289,257,0,0,0,0,0,0,2,2,20,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Akins,W (Dec 30),1,8,2.0,5%,215,254,0,0,0,0,0,0,6,3,20,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Thomas,W (Dec 30),1,13,2.0,6%,272,255,0,0,0,0,0,0,4,3,20,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Hollister,W (Dec 30),1,6,2.0,1%,254,252,0,0,0,0,0,0,1,1,20,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Durham Smythe,W (Dec 30),1,7,1.9,0%,330,267,0,0,0,0,0,0,3,2,19,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Bryant,W (Dec 30),1,9,1.8,1%,288,269,0,0,0,0,0,0,6,3,18,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxx Williams,W (Dec 30),1,8,1.7,0%,312,277,0,0,0,0,0,0,2,2,17,0,0,0,0,TE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Nugent,W (Dec 30),1,8,14.0,0%,1138,63,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Zuerlein,W (Dec 30),1,10,14.0,38%,120,62,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Hopkins,W (Dec 30),1,8,13.0,2%,169,66,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cairo Santos,W (Dec 30),1,11,10.0,1%,134,89,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,2,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Slye,W (Dec 30),1,13,9.0,41%,88,109,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Carlson,W (Dec 30),1,6,9.0,59%,108,107,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,2,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Succop,W (Dec 30),1,13,9.0,25%,109,105,0,0,0,0,0,0,0,0,0,0,0,0,0,K,1,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bass,W (Dec 30),1,11,8.0,36%,111,128,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Elliott,W (Dec 30),1,9,7.0,13%,140,142,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Gay,W (Dec 30),1,9,6.0,8%,117,157,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aldrick Rosas,W (Dec 30),1,8,6.0,0%,118,155,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Parkey,W (Dec 30),1,9,4.0,1%,122,202,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Castillo,W (Dec 30),1,10,4.0,0%,231,203,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Folk,W (Dec 30),1,5,3.0,3%,137,233,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Gould,W (Dec 30),1,11,1.0,32%,125,316,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Boswell,W (Dec 30),1,4,1.0,17%,129,317,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graham Gano,W (Dec 30),1,11,1.0,9%,104,314,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Seibert,W (Dec 30),1,9,1.0,0%,132,315,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase McLaughlin,W (Dec 30),0.0,10,0.0,0%,1144,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin MacGinnis,W (Dec 30),0.0,9,0.0,0%,1145,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Wright,W (Dec 30),0.0,4,0.0,0%,1141,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Vogel,W (Dec 30),0.0,7,0.0,0%,1123,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Eberle,W (Dec 30),0.0,6,0.0,0%,1126,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lirim Hajrullahu,W (Dec 30),0.0,13,0.0,0%,1146,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker McCann,W (Dec 30),0.0,4,0.0,0%,1125,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles,W (Dec 30),1,9,21.0,90%,110,23,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,3.0,6.0,0.0,1.0,0.0,1.0,0.0
Miami,W (Dec 30),1,7,10.0,62%,260,92,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,31.0,3.0,0.0,3.0,1.0,0.0,0.0
Los Angeles,W (Dec 30),1,6,9.0,30%,224,112,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,17.0,2.0,0.0,3.0,0.0,0.0,0.0
Tampa Bay,W (Dec 30),1,13,9.0,53%,162,113,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,14.0,6.0,0.0,0.0,1.0,0.0,0.0
Atlanta,W (Dec 30),1,10,4.0,2%,233,204,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,20.0,1.0,0.0,1.0,0.0,0.0,0.0
England,W (Dec 30),1,5,4.0,48%,227,208,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,18.0,1.0,0.0,1.0,0.0,0.0,0.0
Green Bay,W (Dec 30),1,5,4.0,57%,200,207,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,24.0,4.0,0.0,0.0,0.0,0.0,0.0
Denver,W (Dec 30),1,5,4.0,19%,234,206,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,27.0,4.0,0.0,0.0,0.0,0.0,0.0
