Name,Roster Status,GP*,Bye,Fan Pts,Trends % Rostered,Rankings Proj,Rankings Actual,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Pos,Field Goals Made 0-19,Field Goals Made 20-29,Field Goals Made 30-39,Field Goals Made 40-49,Field Goals Made 50+,PAT Made,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick
Travis Homer,W (Oct 28),1,6,1.0,1%,277,2554,0,0,0,3,10,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Cannon,W (Oct 28),1,13,0.7,0%,300,2561,0,0,0,1,7,0,0,0,0,0,0,0,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Washington,W (Oct 28),1,10,0.7,1%,390,2548,0,0,0,3,5,0,1,1,2,0,0,0,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
Samaje Perine,W (Oct 28),1,9,0.6,0%,249,2550,0,0,0,1,3,0,1,1,3,0,0,0,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Bryant,W (Oct 28),1,9,17.6,0%,266,16,0,0,0,0,0,0,5,4,56,2,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Thomas,W (Oct 28),1,8,12.0,26%,196,41,0,0,0,0,0,0,4,4,60,1,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Everett,W (Oct 28),1,9,8.8,3%,244,70,0,0,0,0,0,0,5,4,28,1,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil Green,W (Oct 28),1,6,8.6,0%,347,88,0,0,0,0,0,0,2,1,26,1,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Rodgers,W (Oct 28),1,9,8.5,8%,217,61,0,0,0,0,0,0,8,6,85,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald Parham Jr.,W (Oct 28),1,6,8.2,0%,385,90,0,0,0,0,0,0,1,1,22,1,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
David Njoku,W (Oct 28),1,9,8.0,3%,200,89,0,0,0,0,0,0,3,2,20,1,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Kroft,W (Oct 28),1,11,6.4,0%,253,94,0,0,0,0,0,0,4,4,64,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Jace Sternberger,W (Oct 28),1,5,6.3,2%,310,116,0,0,0,0,0,0,1,1,3,1,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Okwuegbunam,W (Oct 28),1,5,6.0,0%,303,84,0,0,0,0,0,0,7,7,60,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Arnold,W (Oct 28),1,8,5.7,0%,243,118,0,0,0,0,0,0,3,2,57,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Sample,W (Oct 28),1,9,5.2,2%,234,105,0,0,0,0,0,0,6,5,52,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Mundt,W (Oct 28),1,9,4.7,0%,721,125,0,0,0,0,0,0,3,3,47,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Kmet,W (Oct 28),1,11,4.5,1%,335,144,0,0,0,0,0,0,2,2,45,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Dissly,W (Oct 28),1,6,3.8,1%,283,155,0,0,0,0,0,0,4,2,38,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
James O'Shaughnessy,W (Oct 28),1,8,3.2,0%,250,156,0,0,0,0,0,0,3,3,32,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Vannett,W (Oct 28),1,5,2.5,0%,313,1694,0,0,0,0,0,0,3,2,25,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalton Schultz,W (Oct 28),1,10,2.2,47%,205,1868,0,0,0,0,0,0,4,2,22,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Hollister,W (Oct 28),1,6,2.2,0%,332,1686,0,0,0,0,0,0,3,3,22,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Ellefson,W (Oct 28),1,8,2.0,0%,510,2382,0,0,0,0,0,0,0,0,0,0,0,1,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Olsen,W (Oct 28),1,6,1.8,19%,214,2368,0,0,0,0,0,0,3,2,18,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Keizer,W (Oct 28),1,10,1.6,0%,381,2372,0,0,0,0,0,0,2,2,36,0,0,0,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Demetrius Harris,W (Oct 28),1,11,1.5,0%,329,2375,0,0,0,0,0,0,3,2,15,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Gilliam,W (Oct 28),1,11,1.5,0%,601,2502,0,0,0,0,0,0,1,1,15,0,0,0,0,"RB,TE",0,0,0,0,0,0,0,0,0,0,0,0,0
Vance McDonald,W (Oct 28),1,4,1.4,0%,278,2376,0,0,0,0,0,0,2,2,14,0,0,0,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Bass,W (Oct 28),1,11,23.00,4%,136,17,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,3,1,0,0,0,0,0,0,0,0
Randy Bullock,W (Oct 28),1,9,10.00,45%,126,120,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,0,0,4,0,0,0,0,0,0,0
Daniel Carlson,W (Oct 28),1,6,9.00,28%,109,143,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,1,0,2,0,0,0,0,0,0,0
Michael Badgley,W (Oct 28),1,6,9.00,24%,98,142,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,2,0,0,3,0,0,0,0,0,0,0
Chris Boswell,W (Oct 28),1,4,9.00,24%,114,141,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,2,0,0,3,0,0,0,0,0,0,0
Ryan Succop,W (Oct 28),1,13,9.00,28%,115,140,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,6,0,0,0,0,0,0,0
Stephen Gostkowski,W (Oct 28),1,4,8.00,24%,119,163,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,1,3,0,0,0,0,0,0,0
Nick Folk,W (Oct 28),1,5,8.00,6%,110,165,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,2,0,0,0,0,0,0,0,0,0
Cody Parkey,W (Oct 28),1,9,8.00,3%,122,164,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,1,0,4,0,0,0,0,0,0,0
Brandon McManus,W (Oct 28),1,5,5.00,28%,121,2491,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,1,0,1,0,0,0,0,0,0,0
Cairo Santos,W (Oct 28),1,11,5.00,1%,142,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,1,0,1,0,0,0,0,0,0,0
Dustin Hopkins,W (Oct 28),1,8,5.00,1%,129,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,2,0,0,0,0,0,0,0
Graham Gano,W (Oct 28),1,11,3.00,18%,143,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,3,0,0,0,0,0,0,0
Josh Lambo,W (Oct 28),1,8,1.00,1%,103,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,1,0,0,0,0,0,0,0
Lirim Hajrullahu,W (Oct 28),0.0,9,0.00,0%,1129,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Chase McLaughlin,W (Oct 28),0.0,7,–,0%,1127,2352,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Austin MacGinnis,W (Oct 28),0.0,9,0.00,0%,1128,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Adam Vinatieri,W (Oct 28),0.0,7,–,0%,1126,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Ramiz Ahmed,W (Oct 28),0.0,11,0.00,0%,1130,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Justin Rohrwasser,W (Oct 28),0.0,5,0.00,0%,1105,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Matt Gay,W (Oct 28),0.0,7,–,4%,1123,2361,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Nick Vogel,W (Oct 28),0.0,7,–,0%,1106,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Brandon Wright,W (Oct 28),0.0,8,0.00,0%,1107,2347,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Tucker McCann,W (Oct 28),0.0,4,0.00,0%,1109,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Austin Seibert,W (Oct 28),0.0,9,0.00,0%,1124,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Washington,W (Oct 28),1,8,19.00,22%,173,34,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,3,6,1,1,0,0,0
Jacksonville,W (Oct 28),1,8,7.00,2%,230,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,39,1,0,0,0,1,1
Arizona,W (Oct 28),1,8,7.00,20%,229,137,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,34,2,0,3,0,0,0
Green Bay,W (Oct 28),1,5,6.00,20%,207,158,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,20,3,0,0,1,0,0
Tennessee,W (Oct 28),1,4,6.00,28%,180,160,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,27,0,0,3,0,0,0
York,W (Oct 28),1,10,5.00,6%,212,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,18,2,0,0,1,0,0
Detroit,W (Oct 28),1,5,4.00,2%,233,2371,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,22,2,0,0,1,0,0
Carolina,W (Oct 28),1,13,3.00,7%,239,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,27,1,0,0,1,0,0
Atlanta,W (Oct 28),1,10,2.00,2%,181,2516,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,23,2,0,0,0,0,0
Denver,W (Oct 28),1,5,2.00,23%,248,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,37,4,0,0,1,0,0
Dallas,W (Oct 28),1,10,2.00,31%,156,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,23,2,0,0,0,0,0
Minnesota,W (Oct 28),0.0,7,–,23%,1133,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami,W (Oct 28),0.0,7,–,16%,1132,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston,W (Oct 28),1,8,0.00,6%,184,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,35,0,0,0,0,0,1
Cincinnati,W (Oct 28),1,9,-2.00,3%,185,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,37,0,0,1,0,0,0
Las Vegas,W (Oct 28),1,6,-4.00,1%,202,2629,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,0,0,0,0,0,0,45,0,0,0,0,0,0
