,Lineup-Pos,Name,Bye,Fan Pts,Proj Pts,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Unnamed: 22_level_1,Pos,owner-id,owner,Field Goals Made 0‑19,Field Goals Made 20‑29,Field Goals Made 30‑39,Field Goals Made 40‑49,Field Goals Made 50+,PAT Made,Unnamed: 14_level_1,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick,Unnamed: 15_level_1,Unnamed: 20_level_1,Unnamed: 12_level_1,Unnamed: 13_level_1
52,RB,David Johnson,8,9.2,12.59,0,0,0,16,63,0,3,2,29,0,0,0,0,0.0,RB,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
53,RB,Latavius Murray,6,20.3,6.64,0,0,0,14,64,2,2,1,19,0,0,0,0,0.0,RB,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
54,TE,Darren Waller,6,6.8,9.8,0,0,0,0,0,0,12,9,88,0,0,0,1,0.0,TE,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
55,BN,Darius Slayton,11,4.8,8.81,0,0,0,0,0,0,7,3,48,0,0,0,0,0.0,WR,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
56,BN,Dion Lewis,11,1.8,4.01,0,0,0,1,10,0,3,2,8,0,0,0,0,0.0,RB,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
57,BN,Saquon Barkley,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
58,BN,Hunter Renfrow,6,5.7,7.84,0,0,0,0,0,0,8,5,57,0,0,0,0,0.0,WR,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
59,BN,Kyle Rudolph,7,2.7,4.17,0,0,0,0,0,0,2,2,27,0,0,0,0,0.0,TE,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
60,BN,Randall Cobb,8,3.6,7.61,0,0,0,0,0,0,5,2,36,0,0,0,0,0.0,WR,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
61,BN,Derek Carr,6,24.44,19.86,311,2,0,4,20,0,0,0,0,0,0,0,1,0.0,QB,5,Ken,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
62,K,Mason Crosby,5,7.0,10.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,5,Ken,0,0,0,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
63,DEF,Seattle,6,5.0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,5,Ken,0,0,0,0,0,0,0.0,23,1,0,2,0,0,0,0.0,0.0,0.0,0.0
64,QB,Kyler Murray,8,29.12,26.43,133,3,0,6,78,0,0,0,0,0,0,0,1,0.0,QB,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
65,WR,Amari Cooper,10,21.4,12.4,0,0,0,0,0,0,16,12,134,1,0,1,0,0.0,WR,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
66,WR,Tyler Lockett,6,3.9,12.98,0,0,0,0,0,0,4,2,39,0,0,0,0,0.0,WR,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
67,WR,Marquise Brown,7,8.6,9.07,0,0,0,0,0,0,8,4,86,0,0,0,0,0.0,WR,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
68,RB,Ezekiel Elliott,10,12.5,17.85,0,0,0,12,54,0,8,8,71,0,0,1,1,0.0,RB,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
69,RB,Aaron Jones,5,17.1,15.11,0,0,0,15,71,0,5,5,40,1,0,0,0,0.0,RB,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
70,TE,Travis Kelce,10,7.0,10.97,0,0,0,0,0,0,6,3,70,0,0,0,0,0.0,TE,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
71,BN,Hayden Hurst,10,5.1,6.61,0,0,0,0,0,0,6,4,51,0,0,0,0,0.0,TE,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
72,BN,J.K. Dobbins,7,1.7,5.86,0,0,0,5,16,0,2,1,1,0,0,0,0,0.0,RB,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
73,BN,Julian Edelman,6,3.5,7.96,0,0,0,0,0,0,6,3,35,0,0,0,0,0.0,WR,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
74,BN,Gardner Minshew II,7,24.94,21.84,351,2,1,2,9,0,0,0,0,0,0,0,0,0.0,QB,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
75,BN,Russell Gage,10,2.0,7.08,0,0,0,1,-2,0,3,2,22,0,0,0,0,0.0,WR,10,Tony,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
76,K,Zane Gonzalez,8,3.00,8.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,10,Tony,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
77,BN,Chris Boswell,4,Bye,Bye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
78,DEF,Tampa Bay,13,6.0,9.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,10,Tony,0,0,0,0,0,0,0.0,25,2,0,1,1,0,0,0.0,0.0,0.0,0.0
79,BN,England,6,4.0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,10,Tony,0,0,0,0,0,0,0.0,20,1,0,0,1,0,0,0.0,0.0,0.0,0.0
80,QB,Ryan Fitzpatrick,11,21.3,21.67,315,0,2,6,47,1,0,0,0,0,0,1,0,0.0,QB,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
81,WR,Robert Woods,9,3.7,10.34,0,0,0,1,2,0,7,6,35,0,0,0,0,0.0,WR,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
82,WR,CeeDee Lamb,10,20.2,8.5,0,0,0,1,3,0,7,5,79,2,0,0,0,0.0,WR,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
83,WR,Tee Higgins,9,9.0,7.73,0,0,0,1,13,0,7,4,77,0,0,0,0,0.0,WR,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
84,RB,Todd Gurley II,10,18.3,11.86,0,0,0,16,57,2,1,1,6,0,0,0,0,0.0,RB,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
85,RB,Mark Ingram II,7,9.7,8.65,0,0,0,8,34,1,1,1,3,0,0,0,0,0.0,RB,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
86,TE,T.J. Hockenson,5,8.9,8.17,0,0,0,0,0,0,4,2,9,1,0,1,0,0.0,TE,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
87,BN,Patrick Mahomes,10,24.24,29.57,236,2,0,8,28,0,0,0,0,0,0,0,0,0.0,QB,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
88,BN,Sammy Watkins,10,2.3,8.72,0,0,0,0,0,0,7,4,43,0,0,0,1,0.0,WR,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
89,BN,Chris Godwin,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
90,BN,Cam Newton,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
91,BN,Sony Michel,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
92,BN,Mo Alie-Cox,7,7.3,3.77,0,0,0,0,0,0,2,1,13,1,0,0,0,0.0,TE,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
93,BN,Adrian Peterson,5,9.6,7.93,0,0,0,11,36,1,2,0,0,0,0,0,0,0.0,RB,2,Mike Pearson,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
94,K,Matt Prater,5,3.0,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,2,Mike Pearson,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
95,DEF,Green Bay,5,5.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,2,Mike Pearson,0,0,0,0,0,0,0.0,16,4,0,0,0,0,0,0.0,0.0,0.0,0.0
96,QB,Tom Brady,13,42.46,22.17,369,5,1,3,-3,0,0,0,0,0,0,0,0,0.0,QB,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
97,WR,Stefon Diggs,11,11.50,11.30,0,0,0,0,0,0,7,6,115,0,0,0,0,0.0,WR,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
98,WR,Brandon Aiyuk,11,11.60,7.83,0,0,0,1,38,1,5,2,18,0,0,0,0,0.0,WR,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
99,WR,Marquez Valdes-Scantling,5,4.50,8.91,0,0,0,0,0,0,8,4,45,0,0,0,0,0.0,WR,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,RB,Josh Jacobs,6,7.30,14.33,0,0,0,15,48,0,4,3,25,0,0,0,0,0.0,RB,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
101,RB,Chris Carson,6,22.00,12.49,0,0,0,16,80,2,4,3,20,0,0,0,0,0.0,RB,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
102,TE,Noah Fant,8,3.50,7.34,0,0,0,0,0,0,6,5,35,0,0,0,0,0.0,TE,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
103,BN,Michael Thomas,6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
104,BN,JuJu Smith-Schuster,4,Bye,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
105,BN,Evan Engram,11,3.50,6.79,0,0,0,0,0,0,10,6,35,0,0,0,0,0.0,TE,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
106,BN,Henry Ruggs III,6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
107,BN,Le'Veon Bell,11,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
108,BN,Leonard Fournette,13,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
109,BN,Joe Burrow,9,17.10,23.46,300,1,1,4,11,0,0,0,0,0,0,0,0,0.0,QB,7,DanS,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
110,K,Joey Slye,13,7.0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,7,DanS,0,1,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
111,DEF,Chicago,11,2.0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,7,DanS,0,0,0,0,0,0,0.0,19,1,0,0,0,0,0,0.0,0.0,0.0,0.0
112,QB,Matthew Stafford,5,28.34,22.83,206,3,1,3,21,0,0,0,0,0,0,1,0,0.0,QB,11,Sara,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
113,WR,DJ Moore,13,4.90,11.06,0,0,0,0,0,0,6,4,49,0,0,0,0,0.0,WR,11,Sara,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
114,WR,Keenan Allen,10,6.20,9.62,0,0,0,0,0,0,12,8,62,0,0,0,0,0.0,WR,11,Sara,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
115,WR,Golden Tate,11,2.00,8.19,0,0,0,0,0,0,6,4,20,0,0,0,0,0.0,WR,11,Sara,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
