,Lineup-Pos,Name,Bye,Fan Pts,Proj Pts,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec*,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost,Unnamed: 22_level_1,Pos,owner-id,owner,Field Goals Made 0‑19,Field Goals Made 20‑29,Field Goals Made 30‑39,Field Goals Made 40‑49,Field Goals Made 50+,PAT Made,Unnamed: 14_level_1,Pts vs.*,Tackles Sack,Tackles Safe,Turnovers Int,Turnovers Fum Rec,TD TD,Misc Blk Kick,Unnamed: 15_level_1,Unnamed: 20_level_1,Unnamed: 12_level_1,Unnamed: 13_level_1
17,WR,Cooper Kupp,9,8.0,9.48,0,0,0,2,19,0,6,5,81,0,0,0,1,0.0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,WR,Marvin Jones Jr.,5,8.3,8.61,0,0,0,0,0,0,6,4,23,1,0,0,0,0.0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,WR,DeAndre Hopkins,8,12.8,12.44,0,0,0,0,0,0,9,8,68,1,0,0,0,0.0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,RB,Kenyan Drake,8,9.5,14.69,0,0,0,20,86,0,2,2,9,0,0,0,0,0.0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,RB,Ronald Jones II,13,8.7,12.41,0,0,0,7,23,1,2,2,4,0,0,0,0,0.0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,TE,Jared Cook,6,7.3,7.76,0,0,0,0,0,0,5,2,13,1,0,0,0,0.0,TE,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,BN,Breshad Perriman,11,1.2,7.15,0,0,0,0,0,0,2,2,12,0,0,0,0,0.0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,BN,Devin Singletary,11,7.6,9.77,0,0,0,10,56,0,3,2,20,0,0,0,0,0.0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,BN,Baker Mayfield,9,19.26,21.21,219,2,1,3,5,0,0,0,0,0,0,0,0,0.0,QB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,BN,Mike Williams,10,1.4,8.35,0,0,0,0,0,0,4,2,14,0,0,0,0,0.0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,BN,Allen Lazard,5,4.5,6.37,0,0,0,0,0,0,5,3,45,0,0,0,0,0.0,WR,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,BN,Boston Scott,9,4.3,5.15,0,0,0,4,19,0,3,3,24,0,0,0,0,0.0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,BN,Peyton Barber,8,0.1,7.26,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,RB,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,K,Robbie Gould,11,8.0,8.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,8,Nicholas Saunders,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,DEF,Buffalo,11,2.0,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,8,Nicholas Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,QB,Dak Prescott,10,41.8,26.78,450,1,0,5,18,3,0,0,0,0,0,0,1,0.0,QB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,WR,Davante Adams,5,3.6,13.69,0,0,0,0,0,0,3,3,36,0,0,0,0,0.0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,WR,Will Fuller V,8,0.0,9.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,WR,A.J. Green,9,2.9,8.2,0,0,0,0,0,0,13,3,29,0,0,0,0,0.0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,RB,Nick Chubb,9,25.3,13.36,0,0,0,22,124,2,1,1,9,0,0,0,0,0.0,RB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,RB,Jonathan Taylor,7,17.0,14.36,0,0,0,26,101,1,2,2,9,0,0,0,0,0.0,RB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,TE,Mark Andrews,8,2.9,9.96,0,0,0,0,0,0,3,1,29,0,0,0,0,0.0,TE,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,BN,Cam Akers,9,1.3,6.95,0,0,0,3,13,0,0,0,0,0,0,0,0,0.0,RB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,BN,Matt Breida,11,3.9,4.56,0,0,0,7,37,0,2,1,2,0,0,0,0,0.0,RB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,BN,Sterling Shepard,11,3.5,7.07,0,0,0,1,6,0,4,2,29,0,0,0,0,0.0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,BN,Kirk Cousins,7,-1.48,20.62,113,0,3,0,0,0,0,0,0,0,0,0,0,0.0,QB,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,BN,Christian Kirk,8,6.0,8.37,0,0,0,1,3,0,4,2,57,0,0,0,0,0.0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,BN,Dallas Goedert,9,3.0,6.43,0,0,0,0,0,0,8,4,30,0,0,0,0,0.0,TE,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,BN,Curtis Samuel,13,3.9,6.19,0,0,0,4,26,0,2,2,13,0,0,0,0,0.0,WR,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,K,Ka'imi Fairbairn,8,12.0,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,4,David,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,DEF,Dallas,10,-3.0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,4,David,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,QB,Matt Ryan,10,36.52,23.44,273,4,0,4,16,0,0,0,0,0,0,0,0,0.0,QB,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,WR,DK Metcalf,6,15.2,10.21,0,0,0,0,0,0,6,4,92,1,0,0,0,0.0,WR,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,WR,Tyler Boyd,9,13.2,8.77,0,0,0,0,0,0,8,7,72,1,0,0,0,0.0,WR,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,WR,Michael Gallup,10,5.8,9.9,0,0,0,0,0,0,5,2,58,0,0,0,0,0.0,WR,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,RB,Saquon Barkley,11,2.8,15.38,0,0,0,4,28,0,0,0,0,0,0,0,0,0.0,RB,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,RB,David Johnson,8,5.0,13.82,0,0,0,11,34,0,4,2,16,0,0,0,0,0.0,RB,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,TE,Darren Waller,6,16.5,8.15,0,0,0,0,0,0,16,12,105,1,0,0,0,0.0,TE,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,BN,Darius Slayton,11,3.3,8.24,0,0,0,0,0,0,6,3,33,0,0,0,0,0.0,WR,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,BN,Marlon Mack,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,BN,Hunter Renfrow,6,3.7,4.82,0,0,0,0,0,0,3,3,37,0,0,0,0,0.0,WR,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,BN,Kyle Rudolph,7,0.0,4.29,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,TE,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,BN,Randall Cobb,8,5.9,6.84,0,0,0,0,0,0,6,5,59,0,0,0,0,0.0,WR,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,BN,Jamaal Williams,5,8.3,5.6,0,0,0,8,63,0,0,0,0,0,0,1,0,0.0,RB,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,BN,Derek Carr,6,27.66,19.46,284,3,0,3,3,0,0,0,0,0,0,0,1,0.0,QB,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,K,Dan Bailey,7,3.0,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,5,Ken,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,DEF,Minnesota,7,4.0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,5,Ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,QB,Kyler Murray,8,34.14,25.79,286,1,1,8,67,2,0,0,0,0,0,0,0,0.0,QB,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,WR,Amari Cooper,10,10.0,11.49,0,0,0,0,0,0,9,6,100,0,0,0,0,0.0,WR,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,WR,Tyler Lockett,6,12.7,10.74,0,0,0,0,0,0,8,7,67,1,0,0,0,0.0,WR,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,WR,Marquise Brown,8,4.2,9.69,0,0,0,0,0,0,6,5,42,0,0,0,0,0.0,WR,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,RB,Ezekiel Elliott,10,16.2,17.67,0,0,0,22,89,1,7,6,33,0,0,0,1,0.0,RB,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,RB,Aaron Jones,5,41.6,14.41,0,0,0,18,168,2,8,4,68,1,0,0,0,0.0,RB,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,TE,Travis Kelce,10,15.0,10.97,0,0,0,0,0,0,14,9,90,1,0,0,0,0.0,TE,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,BN,J.K. Dobbins,8,6.1,6.94,0,0,0,2,48,0,1,1,13,0,0,0,0,0.0,RB,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,BN,Julian Edelman,6,17.9,6.99,0,0,0,0,0,0,11,8,179,0,0,0,0,0.0,WR,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,BN,Brandin Cooks,8,9.5,5.89,0,0,0,0,0,0,8,5,95,0,0,0,0,0.0,WR,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,BN,Hayden Hurst,10,13.2,6.31,0,0,0,0,0,0,8,5,72,1,0,0,0,0.0,TE,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,BN,Kerryon Johnson,5,9.2,4.87,0,0,0,8,32,1,1,0,0,0,0,0,0,0.0,RB,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,K,Zane Gonzalez,8,13.0,9.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,10,Tony,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,BN,Chris Boswell,8,6.0,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,10,Tony,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,DEF,Tampa Bay,13,14.0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
79,BN,England,6,6.0,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,10,Tony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,QB,Patrick Mahomes,10,31.48,28.2,302,2,0,6,54,0,0,0,0,0,0,1,0,0.0,QB,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,WR,Robert Woods,9,9.3,9.76,0,0,0,3,19,1,5,2,14,0,0,0,0,0.0,WR,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,WR,CeeDee Lamb,10,11.5,8.59,0,0,0,1,9,0,9,6,106,0,0,0,0,0.0,WR,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,WR,Sammy Watkins,10,1.1,8.31,0,0,0,0,0,0,3,1,11,0,0,0,0,0.0,WR,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,RB,Todd Gurley II,10,6.1,12.53,0,0,0,21,61,0,0,0,0,0,0,0,0,0.0,RB,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,RB,Mark Ingram II,8,13.7,9.93,0,0,0,9,55,1,3,2,22,0,0,0,0,0.0,RB,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,TE,T.J. Hockenson,5,6.2,7.14,0,0,0,0,0,0,4,4,62,0,0,0,0,0.0,TE,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,BN,Chris Godwin,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,BN,Austin Hooper,9,2.2,6.78,0,0,0,0,0,0,4,2,22,0,0,0,0,0.0,TE,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,BN,D'Andre Swift,5,7.2,6.09,0,0,0,5,12,0,5,5,60,0,0,0,0,0.0,RB,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,BN,Cam Newton,6,36.58,22.13,397,1,1,11,47,2,0,0,0,0,0,0,0,0.0,QB,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,BN,Sony Michel,6,1.9,6.6,0,0,0,7,19,0,1,0,0,0,0,0,0,0.0,RB,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,BN,Larry Fitzgerald,8,5.0,6.36,0,0,0,0,0,0,7,7,50,0,0,0,0,0.0,WR,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,BN,LeSean McCoy,13,2.1,1.33,0,0,0,1,-5,0,7,5,26,0,0,0,0,0.0,RB,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,K,Matt Prater,5,3.0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,K,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,DEF,Pittsburgh,8,15.0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEF,2,Mike Pearson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
